0,two sided,0,0
1,whats guys im willing take quite bit one youve eye let know originally 650 get today 400 chain included temporary sale go back regular pricing purchased next days thanks lookin,0,0
2,great throwback miss piece raspberry,0,0
3,lighter fume,0,0
4,swipe see uv cfl shots epic andromeda accelerator dab rig made x absolutely love hidden uv features colors one sooooo smooth together tag friend would love dab piece art,0,0
5,24 hour auction jet blacksilver fume functional octopus pendant leave bids bid comment auction rules starts 0 increments 10 tag person outbid add 10 shipping paypal apple pay ready auction ends 89 1100 pst payment due immediately conclusion auction good luck,1,0
6,cfl purp bubble cap 20 mm cap sold capstands banger beautiful purp bubble cap beautiful cap made parallax cfl bubble tip striking amber purple top really like combination two colors really makes purp pop clean seal pukinbegal sits nicely stand thanks support enjoy,0,0
7,edit sold check inside spoon made yesterday style glass always special place heart colors dragons blood gold fuming silver fuming piece available please dm comment interested thanks,0,0
8,savor flavor rig,0,0
9,auction ended win amazing piece going auction today comment tag friend post one lucky person receive free amorphous gallery moodmat auction completed please read auction rules currency via aud bidding starts 100 retail buy 250 minimum 10 increments auction ends 9819 international bidders shipping 30charge domestic 10 payment must made within 48 hours winning auction please comment bids comment bids make sure miss keep order thank,0,0
10,shopmate sunday brother less wife working next four years theres substitute putting work example coming ranks super fast quickly found owns style refining since maybe 12 year gap age helped keep finger pulse keeps motivated shop say least im inspired hustle overall passion medium go check page throw love give follow pretty sure catch september thanks looking,0,0
11,exclusive grey label mini beaker south shop got quite large order coming soon like first dibs send us dm added group msg,0,0
12,heres new update mga west chris founder ceo mountain glass link profile,0,0
13,ction white tentacle starting bid 10 1 increments ends tonight 6pm pst 6819 5 minute snipe rule dm questions winner pays 5 shipping us 15 international winner must paypal venmo ready also take cash app winner must contact within 24hrs pay item reauctioned must 1821 years older bid please tag person outbid thanks happy bidding,1,0
14,50 available carbcaps crushed opal caps dropping tomorrow,0,0
15,epic sunset last night tube sold af made help rookie wookie,0,0
16,sale wwwpipenjcom toothpick,0,0
17,auct1on 18mm slide 4 hole screen amber purple slide opal horn 1starts 30 2 increments 5 3 bin 100 4 ready pay auctions end 5 tag previous bidder 6 winner pay shipping 5 7 back bail get blocked 7 us canada 8 add 5 shipping,1,0
18,sending hot dab long weekend traveling,0,0
19,10mm full size look tornado starts 0 10 incriments tag last bidder ends call 15 shipping us nonpayers blocked payment expected reasonable amount time b n 300 includes shipping,1,0
20,follow tag friend artists x x details 1 6 triple layered latticino black rainbow white cane molded horn pendants gorgeous millie attachments msrp 400 shipped lock today 40 using free layaway plan gallery 1st america offer free layaway plan customer wishes use 10 photo,0,0
21,throwback minitube made friend,0,0
22,gypsy orca vibes happy fractal friday wonderful weekend,0,0
23,auction starting bid 15 w 3 increments winner gets striking directional carb cap dabber shipping 6 bin 35 auction ends pst payment accepted via paypal debit credit card,1,0
24,today painted canvas ready snag one come say higghhheee,0,0
25,used think rumi spoke answers within referring specific realization sort physical thoughts could find within think meant self answer remain state must enough big love jogging thoughts piece,0,0
26,peacock feather microscope took,0,0
27,fresh sparkly tigger hammer made damn sexy satins little terps accent hype one flip hunny pot overall colour scheme glad see going good home thank scoops lately,0,0
28,highest bid 10mm dewar seal pocket buddha starts 300 goes call please leave bids bid comment little guy shreds swipe function vid would perfect heady traveler rig good luck thank,1,0
29,peep handcut papper collage 2019,0,0
30,hot sell glass pipe bong hbking glassworknew dab rig bong stock click bio buy,0,0
31,couldnt quite get 325 lighter 4 tornadoes killer one defines pocket fym idea last week starts 0 10 incriments tag last bidder ends call 15 shipping us nonpayers blocked payment expected reasonable amount time b n 350 steal includes shipping,1,0
32,kush seed pendant sold,1,0
33,22mm fumed bubblecap perfect smaller bangers dm info,0,0
34,rare chance fully functional slightly less perfect one two points optics clear distorted although show well photos 100 structurally sound otherwise also adding 1st quality cap good luck rules 1 auction starts 250 2 minimum 5 bids 3 bin reserve 4 bid bid post 5 tag person outbid 6 winner pays 10 shipping 7 must 18 paypal ready 8 auction ends tomorrow 420 pm pst issue final call countdown,1,0
35,sold sold sold white cyclops biter pendant check aloophglasscom available work,0,0
36,1ction starting bid 1 1 increments ends tomorrow 10am pst 6519 5 minute snipe rule dm questions winner pays 5 shipping us 15 international winner must paypal venmo ready also take cash app winner must contact within 24hrs pay item reauctioned must 1821 years older bid please tag person outbid thanks happy bidding,1,0
37,ction cfl starting bid 30 1 increments ends tonight 6pm pst 61319 5 minute snipe rule dm questions winner pays 5 shipping us 15 international winner must paypal venmo ready also take cash app winner must contact within 24hrs pay item reauctioned must 1821 years older bid please tag person outbid thanks happy bidding,1,0
38,fumed flower bub chong millies going auction facebook thank supporting art,1,0
39,sometimes feel like making couple octopus arms holding pizza slices youd like claim one pendants catch going bids tonight around 8pm est also happy 4th july fellow american followers wanted make 4th themed stuff didnt finish customs time maybe next year,1,0
40,happy monday fam get keep pursuing biggest dreams become reality little toasty glerb night x collab coqui frogs signing background much love everyone,0,0
41,swipe end function come yet juicy work us enjoy drop goliath crafted us plethora signature style juice boxes slurp particular gem contains explosive uv top mixed variety shifty cfl colors throughout body pair sensational pops color bad ass function three hole perc next daily driver contact us peep heater available options headies ig live drop 6146008680 calltextdmfacetime us questions photo creds go homie,0,0
42,check auction opening bid marble 4000 fancy one air bubbles inclusions caliper perfect totally stepped duck end video sorry donald,1,0
43,huge sale full color pencil dabbers today 5 packs 50 10 packs 80 today tag friend comment dibs grab pencil dabbers,1,0
44,small affordable 100 canvases coming soon colors would like see 2014 canvas pictured,0,0
45,made dabbers first time might well one grabs beautiful ether dabber inside ether silver fumed swirl marble ends tomorrow noon starts whatever increments 5 winner pays shipping must paypal venmo ready thank participating blessed monday everyone,0,0
46,double bubble auction trying something new today putting two caps auction time bid one bid bid two caps honeycombed blue stardust canary cap w light blue amber purple accents cap nsyellow cap w flower murinne cap b super sick opinion decide one put today read rules bid start 20 increments whatever ends call please bid either cap cap b comment bin 165,1,0
47,rafaiki lion king,0,0
48,introducing high end ring date lovely onyx focal 2 amethyst cabs accompanying field 14k gf wire sterling hope love black purple gold,0,0
49,lit terp cannon 5 uv thang happy hump day,0,0
50,couple custom slides 18mm 14mm ones lots love many hours individual color work sold thank taking look let know think,0,0
51,available serum ball rig sale trade serious offers sold,0,0
52,egyptian themed mini hura coil setup engraved customer get custom sandblasting etching carving done existing glass pieces glassconciergecom exclusive place get work done follow instagram fill form websites homepage get started dm scratchedglassworks,0,0
53,studio shots recent drip lemme know whatcha think make sure check story daily drip today probably go fast,0,0
54,beyond psyched talented collection big ups bringing little beauty amazing recycler functions perfectly nice chug smooth tasty hits compact size thing rips stay lit fam,0,0
55,painted glass picture justice actually anyhow yesterday decided post poured heart caption writing meant means intensity emotional vulnerabilities towards piece glass reasons guess universe didnt want know saddened realised ive accidentally deleted everything ive written probably best heck,0,0
56,roadtrip auction starts 0 increments 1 reserve buyer pays shipping ends arrive probably around 7pm est knows thank support im weekend like usual time roadtrip auction may remember last one something like help make trip fun sherlock got bit weird shape feels right hand sweet little loop bottom wear pendant dichro greengold black theres sweet tiny wigwag bowl pack,1,0
57,peanut butter breath sure terps name like dam stuff tasty earthy sweet nutty flavour potent,0,0
58,auction time friday know means today hollow pendant grabs made linework tubing guys seem like much start 20 10 minimum bid increments ends call going going twice style later tonighttomorrow binno reserve add 10 winning bid usps priority shipping us international prices need calculated bid paypal ready means delete bid block win ghost block bid intend pay amount,1,0
59,blue apatite blue calcite flowers magic night piece features special window side spike bed apatite front piece unique next available dm adopt available pendys sold sure catch october mountain,0,0
60,sale,0,0
61,dumyum lollipop carbcapdabber auction currently taking place steal go leave bids,1,0
62,buck glass available send message interested,0,0
63,available new improved dynamic hero sherlock good friend wrap baby absolutely nailed love getting surrounded many artists killing fields available feel free dm info always thanks checking friends,0,0
