gold dichro poppy sold,0
bubble cap action,0
trying dichro well,0
photogenic piece functional art created 10mm portland green jammer,0
sun bathing,0
match made heaven im terps float think waited like 6 seconds damnnnn dab today la melaza,0
got purple side showin last night rig easily one favourite pieces smoke looks good stay positive rig cap strains x terps,0
check page chance cap,0
im loving sunshine summertime nearly upon us rig bubble cap,0
raffle time going running first auction page today total three overall winners going 45 spot 10 spots giving everybody raffle atleast 30 chance winning 1st place prize signed dated 2018 full size gold ruby dewar bell tube 10mm 55 gavel v2 still great condition pearl 25mm bubble cap complete set 2nd 3rd place going receive one high quality import quartz sets price raffle spot also includes shipping end winning however win first place prize automatically cannot win another prize matter many spots would like grab make things fair everyone 10 spots grabs first come first serve comment number 110 would like secure spot send dm payment info thank support wait see takes perfect little shredder home absolute low let see quick get thing filled 1 2 3 4 5 6 7 8 9 10,0
flower power,0
terps favorite color mine love rig favorite color,0
big thanks opportunity add delightful fortune chocolate chip cookie collection,0
clearing fat dab pho recycler one hit colors slyme parallax thanks watching liking following advance high quailty videos come stay terpy,0
got sweet little caps,0
offering best deals types glass like functional expertly crafted piece natty glass works stop today,0
auction one post back ends tonight,0
putting work new sold super super pumped add absolutely stunning x collab collection pull unique noises super fun thankyou much making real definitely going spend lot time one sorry delay posts sitting pretty baller board,0
little rainbow fume hammer pipes 30 shipped order one today dont miss,0
whoooooooo lives pineapple sea,0
snag sexy cap website use code dfo week 25,0
studio making porcelain bubblecaps today never seen ceramic cap always wondered working sizes one shrink size puffco peak glaze coming next,0
alrighty time need start saving thing desert im gonna make way enjoy final year black rock city think im gonna run auction two week sure turn post notifications,0
wow simply blown away amazing double headed dragon bottle came together function flavor insane get video posted shortly thank love,0
stoner sonic hedgehog,0
well live named hq banger hq stands high quality creative know simple listed clear opaque bottoms nicest bangers coming china find greekglassshopcom also check last post rare auction,0
stoked come back throw predickss9 throw back nice little jammer,0
nfs good morning everyone tube made little year ago recently saw posting split personality tube perfect nametoo bad didnt think hope great day,0
fish whistles next order store good artist,0
frosty function film attachment mouth serries number 3 sold much love,0
time canada day new canada releafed pieces landed 1000ml series tube one affordable tall options one new ice masters already sold check roor story highlight pricing,0
purp peak cap sold new capstand design beautiful purple peak cap awesome cap 18mm big fits perfectly peak made purple lollipop amber purple beautiful results placement two colors miss newly designed cap stands seriously fire thanks support enjoy,0
cheech goblin slime green skulls shower head perk sale dm info shipping,0
new bubble cap came cant wait try love thanks cant wait win another one,0
puffco peak carb cap sale swipe right see fits peak sold,0
pretty,0
drop let tell last long worked 25mm puffco peak bubble caps dm availability must 18 21 ca,0
still really swipe see details w matching,0
fiery pendant made weeks back one sold hit custom throwing fat deals,0
seamless4 sold sometimes lifeone talking unsure one end result fear prevent necessary risk taking thats bueno one thing certain always moving forward towards positive change piece continuation series pushes move forwardeven inner critique overwhelming like pieces gives confidence become active instagram piece part seamless collection created opaque aqua nonfunctionalyet functional piece created 31 mm diameter rod seamless 12 inches long happy bidding,0
aukshunsold hoot heffer wolfe fully loaded snack supplys millie skateboard micro hydro rig big shutout sandblasting 10mm one hole fixydownsteam starting bid 400 increments 10 ends 2472 hours whenevvva call winner pays shipping must payment ready please bid bid comment failure pay results block auctions im super understanding hit youve questions ps remember drink water go play outside good luck fam,0
better video individual shifts lil pretties 15 225 free us shipping left right colors syzygy siriusly sunsetslyme potion phaze dm purchase lizzbearcom,0
perfect way end day nice bowl courtesy straight nice loaded 2018 uv retticello sherlock uv pics come soon remember always stay positive keep things toasty swipe see beautiful piece action apologise afk working family matters take time,0
going personal piece dod years ago way would even think would become retailer funny things turn around piece nfs thanks looking,0
dabbing cookies chem live rosin crushed opal rig quartz bucket topped limelight bubblecap,0
much love rocko modern life jammer colors royal jelly ether thank continued support year means slot get local vegas love make sure follow much love presidentialsmokeshop headiest,0
amazing new uvreactive green dabby duck worn pendant also functions bubble cap find available headyhawaiicom free shipping right door,0
rainbow bubblecapdabber combo several years ago definitely one kind lol hit want,0
eye tiger og follow,0
good morning kingston new killer piece super amazing worked bubble caps available swing check heady selection open 10am10pm,0
925 tall fire water tube black white opal colors used terps potion includes 4mm thick banger carb cap case 14mm female joint 2 hole diffuser dm comment information,0
dab almost big extra airflow restriction freely moving marble inside custom bubble cap design let get every last bit dab dm place custom order bubble caps dabbers tag friend likes big dabs,0
tag friend artist,0
elephant jungle functional dry pipe made uv reactive hit dms deal,0
25mm gold ruby bubble cap fs cash take best offer dm,0
heres new sidelox dry pipe design ive working angles soon thanks looking,0
sold ok grabs tonight beautiful gem full opals anodized titanium 5 opals handgaurd 1 end hilt looks like flower absolutely love beautiful opals bin 200 shipped call dibs must paypal ready thank,0
wake smell hot graphite pulled large section crushed opal nitrous prep made broke small chunk make peak cap reminds ga gluestick layer micro crushed opal worked good photos posted later,0
smoky quartz self collected pioneer mountains days ago large crystal pocket largest single pulled area pretty surprised felt termination pocket man happy past days went peaceful exciting times mountains,0
grav labs coil shower head base sold sold sold,0
glow dark uv reactive rig looking forever home 275 shipped,0
started making basic rigs dm snag one around 100,0
slyme hot sauce pinapple,0
another clear one w pink lollipop nozzle nfs,0
bubblecap action one fits standard quarts banger like bubble caps directionals,0
custom color tube pull bubble cap handle one 30mm wide fit 30mm 25mm bangers one sale yet want polish one spot handle missed last night ill post sale tomorrow boob,0
squat bird sold recently looove thank swooping swat bird w doublelayer w accents also lil angler bird bead,0
available bubble caps puffco caps made heres look limited amount caps market one great choice solid top fit snugly air flow point interested would like see individual picsvideo please send dm accent colors 1 purple lollipop 2 gold ruby 3 mystery aventurine 4 hot sauce 5 antidote,0
new crushed oversized,0
says hello,0
got two super sick fully worked spoon side car made grabs super low first person scoop one gets bubble cap free hit dm find sidecar sold,0
presents cultivate volume 1 2 art shows juan ganjagod friday 8919 7pm 10pm bakeréé north 10326 aurora ave n sounds please come say high check latest cannabis related artwork great see catch oritecannabisartist,0
color shifting cfl fab egg available matching bubble cap included calldm info gavel sold separately,0
got sesh last night strain larry og also annoucement ill 1k giveaway anyone would like chance score glass sure im gonna giveaway yet def gonna functional stay tuned lol edit figured giveaway going 1k giveaway im custom carb cap dabber set made ill pictures created,0
telemagenta mini tube kaui island window fat tree life cab,0
twist top jar sold,0
goin crumble cold start cheers,0
quite carb caps available puffco peak caps way 25mm banger caps hit see something like,0
sold mark sold mini oj sale dm info,0
happy friday tag smoking buddy,0
crippy sunset slyme honeycomb bubble cap 3mm opal sphere diggin way guy came,0
dominos stuff garlic bread follow us hashtag boob,0
sold illuminati puffco peak cap grabs includes 2 3mm peak pearls first dibs takes 45 shipped payment required comment taken paypal zelle cash app chase quickpay credit,0
wide variety caps available come see shop online get shipped front door orange county southcoastsmokeshopscom,0
new mystery adventurine bubble cap yesterday fits 25mm buckets send dm questions videos good afternoon,0
fumed banger hanger,0
brozay reticello bubblecap available dablordglass back active ready 2019,0
throwback homie came old shop hittin right feels,0
soldpartial amber purple peyote pillar sale 900 obo hearing sov trades well willing negotiate hit dm,0
still try figure issues banger bubble cap resin holder made update laser bubble cap holder made 2 really dig extra space,0
another rig cap set finished new home many thanks scoop,0
silve fume love couple months back torch pretty happy,0
sending bunch near future guess sending get right win nothing,0
matching cfl uto bubble cap,0
blue dream sunset slyme reaver suckers shreds dm send home,0
one favorites years ago worn midnight,0
dont fooled today smoke gas keep h8ers away ryming sub par damn hiro looks good one love,0
fumed bubble cap bubblecap dm interested,0
new bubble cap day recently broke favorite uv bubble cap hooked awesome uv bubble cap check beautiful work,0
update previous post bubble cap scraps made far,0
cersei lannister ring crystal citrine ring available size 45 dm inquiries got back ruins westeros came back gem look one newest projects directly influenced world george rr martin one favorites things show aside emilia clarke beauty cultural influence represented art styles country history follows ring example worn cersei lannister house lannister one richest family dynasty westeros ring made purely citrine crystal historically associated said manifest wealth abundance key staple lannister family swipe left detail shots ring features 100 natural formation citrine crystal handfaceted cut shaped worn ring citrine said promote manifest abundance prosperity well relieve fear anxiety must cersei seen primarily ring glass wine hand sure check videos swipe left details ring size 45 dm inquiries check website make gem clickable link bio really love making replica pieces like let know think ring game thrones comments much love thanks support great weekend,0
shipping decks today orders 3pm central get shipped day free us shipping reduced international orders link bio,0
sold double mai tai 15mm peak bubble cap grabs 40 shipped first dibs colors available well dm interest,0
airtrap fumicello pendy jackpot green sparkley bail swipe another pic thanks everyone,0
melt yo face chillum one sold would like one send dm hope tonights good night,0
time new smoking setup weve got everything need get started next great adventure plus bong colorchanging come check local glass theres time lose,0
making clear donut ballon perc rigs low hit dm interested one completely hand blow include bubble cap,0
sold last pillar scooped weekend check sov story highlight availability photos pricing,0
insanely stunning new poppy ghost eclipse pocket element made incredible team part amazing summer drop headyhawaiicom newest drop features cleanest innovative scientifically functional glass market today sleep gems 4 drops year limited pieces released time,0
collab available swipe function,0
