0,fun making one brother sold,,1
1,sale lake market lake stevens,,1
2,flags scythes leave comment like follow prints coming soon want thank motivating allowing study beautiful work countless artists give hope loved ones friends believe god good,0,0
3,desert angel creation done 20 years ago recently rediscovered,,0
4,cowabunga set tmnt sale dormont location,,0
5,whoooooooo lives pineapple sea,,0
6,want go hike listening jre graham hancock priority must view opinion,0,0
7,ill never forgot amazing night grateful able express entire self art share beautiful family got smoke big doinks slug wife fam vibe closest homies paintin heart away truly blessing thank colorado go see shpongletipper red rocks see everyone,,0
8,person meant high quality digital download 5,,0
9,ahhh comfy planet rest tonight,,0
10,moon stone ring available size 95,,0
11,one recent creations lovely big canvas really black n white lately havent noticed suites well thank love 3,,0
12,trains things,,1
13,ammolite alberta canada available really love color combo one,,0
14,fully stocked new locations come let make deal,,1
15,little guys shred bunch dope color combos shops stop let make deal,,0
16,fumed beakers thick glass beat price stop locations let make deal,,0
17,throwback year mimosa gank random jersey dispensary,,1
18,calling alien tribe fun fact created doodle chris dyer miami little ago,,0
19,loving new series handmaids tale thought repost one designs available online link bio,,0
20,sale dm offer honey bucket master shake,,1
21,color change garnet editsold garnet changes red purple size 75,,0
22,blue tourmaline ring size 8 editsold,,0
23,colors one gorgeous,,0
24,tower,,1
25,hello beautiful aliens please enjoy amazing video taken lovely homegirl jordan still riding beautiful retrograde wave family friends expressing emotions feeling everything always blessing thank support love much art coming way,,0
26,silver fume pendant sale,,0
27,happy monday instafam summer crazy hot sunny south florida gonna make hotter introducing sunshine state meltdown florida collab event gallery style show feature collaborative functional glass exclusively great state set go saturday sept 28th constantly growing list amazing glassblowers sunshine state get calendars marked lock date make sure make full artist list added shortly give glimpse heat coming close summer credit incredible flyer,,0
28,really fun minitoob scooped,,1
29,jos joint pop new neighbor opening new bar next door old margies bartending introducing self neighborhood stop drink say hello month pleased behind lathe demoing collabing house artists also excited showing work walls free drinks free entry raffles art friday july 26th 5pm10pm come chill drink view art,,0
30,crash landing moon white opal silver fumed space tech backed galaxy signed dated thanks gazing,,0
31,still beaming positivity epic journey past weekend incredible experience checkout insaneo mindmelting gem tube owned caught dab alley day 1 stunner also planning going live today share new scoops shows stay posted fam sure checkout pinned stories posted profile relive adventures past week plays like movie watch straight parts 13 wooohooo,,1
32,marble,,0
33,inspired another thanks looking,,0
34,glass appreciation x,,1
35,dragon eye coin pendy cfl yoshi,,1
36,sale offering 15 week beautiful selection dm stop pricing ship,,0
37,hard part collab headed go check hit details thank looking youre interested melting mushroom pendant im giving one away week give back 3 posts follow along goodluck always thank love support,,0
38,crushed opal sqwerl looking fresh,,1
39,weve got playful pink elephant looking new home stop shop check dm info shipping available within us,,0
40,v3 10mm 90 14mm 90 stock sleep baddies hop,,1
41,still darby x murdoc piece finished story nfs grateful response piece gotten actually talked taking commissions guys rad dm want custom done one pieces idea mind minis done week get sense styleflow,,0
42,check cougar skull dab rig bet function insane swipe see eyeball milles percinside chamber epic collab pics tag friend would dab fatty masterpiece animal skill would made custom rig,,1
43,quick auction cool bender end starts 25 ends tonight 630 ya superfast love backside eyes stretched buyer pays shipping please paypal venmo ready 10 minute snipe rule effect,1,1
44,12x24 original painting looking good home,,0
45,third eye double tentical bowl honeycomb encalmos custom bowl travelling far new home,,0
46,organizing glass casesinventory found one oldest skull pendants tiny lumpy mouse skull right one first attempts animal skull back 2015 left one current canine skulls lot difference time practice makes found cases crowded quite old pieces floating around inventory added special clearance collection shop scoop 50 help make room new work sure check grab neat stuff steal permanently removing leftover items collection end sale next month,,0
47,check link bio,,1
48,sale sale trophy rigs sale contact us via dm,,0
49,finally snagged good picture large live painting got past weekend blast 24 36 acrylic canvas,,0
50,taking nice break burlington vt days sidecar made,,0
51,dope x knockout skull slide arrived last long,,1
52,landed shop full restock signature downstem creates distinct function perfect herb lovers ziggy smoke shop 209 headiest smoke shop open till 10pm 2099422881 new inventory arriving daily forget ship dm us head webstore teamziggyscom call 2099422881 1235 e alpine ave stockton ca 2095975064 1655 parker ave tracy ca 7143799020 15451 beach blvd westminster ca 7863912296 2747 sw 27th ave miamifl,,0
53,sweet strawberry pendant pink lollipop green stardust listed link bio,,1
54,themdo make triple blown double thick pieces thank supporting art,,0
55,something apple green diopside caressed warm buttery gold setting mood accented diamond tad bit platinum level,,0
56,shot client couple years ago used dabber collection photo,,0
57,still got labradorite bee pendant originally 350 200 includes chain let know youre interested,,0
58,business cards business man quick batch cards made get name big thank help lawd knows handwriting baaaaddddd ill sliding people like spam dm 724728 ill lost woods sold,,0
59,accept layaway put 50 purchase rigs rig favorite even includes customs dm secure dream rig,,1
60,fumed dabber one grabs 20 dm interested edit sold,,0
61,requested make motocross gloves holding bottle owners cats ashes inside,,1
62,x x,,0
63,people might need pipe bottle rather message bottle check collab,,0
64,incredible 3 horned beauty arrived,,0
65,hot shot cute little heart pendant,,0
66,available burning fire keeping positive vibes alive stoked help spread one love energy life connected forget enjoy send dm want feed lions soul shredder ready go easy going 10mm removable downstem pura vida,,0
67,2013 5seed torus assembled one topped flower slide first east coast drop clear ships years ago shouts man hookin slide hitting studio night im throwing auction hour stay tuned,,1
68,oh man know turn hahahahha,,1
69,new owner handle wrapped deer skin red ribbon blade made stainless steel habaki made copper blade perfect tip scooping dabs,,0
70,cheech chong marbles 200 takes 6 one pre op millie one first dibs,,1
71,wip stay tuned,,1
72,lucky grab drop heater cfl pastel serum shifts milky champagne light pink spiketopus everyone turning heads next get together check color options send guy home calltextfacetimedm us 6146008680 questions,,0
73,fucking gleaming gemini serum compliment well awesome job gents,,0
74,diamonds smooth new piece shout great price amazing recycler great shredder back dabbin,,0
75,24x36 wormhole 30 canvas tripbox art,,1
76,swiss beakers 14mm female joint triple pignose perce directional cap included dm pricing function videos forsale,,0
77,25mm fume cap starts 20w10 increments free shipping ppvenmocashapp ends tonight jabrony free zone,,0
78,giveaway time thanks supporting time give back winner picks choice color rules please read 1 must following 2 like post tag 2 friends comment per entry unlimited comments 3 sharerepost extra entries using call 2 weeks get 2000 followers giveaway binary banger,,0
79,blueberry kush burnese mt dog acrylic canvas 64 perfect pot smokin dog lover sale dm price,,1
80,slides starting look alot cleaner still lots work,,0
81,large exceptional smoky amethyst scepter montana self dug client themself completely hand wrapped copper wire custom available feel free reach details jewelry,,0
82,new pendant drop sold appreciate feedback pendant features moonstone x2 ethiopian opals 925 sterling silver wires dm interested,,0
83,instagram took video earlier sure anywho letting large cabinet specimen go cheap contains quartz chalcopyrite found madan ore field bulgaria originally 250 get today 150 hit want,,1
84,available artists made available,,0
85,great time finishing awesome head piece thank much letting thing sitting well,,1
86,whos ready another auction chopping block springbok skull pendant charcoal grey serum rules simple opening bid 40 bin price 100 retail price pieces bid increments least 5 winner must paypal venmo ready flaking bids bar future auctions serious offense bid bid comment tag outbid fun,1,1
87,ive still got minis hangin around im let go 50 shipped 85 shoot dm rose quartzagate sterling silver,,1
88,3 headed monster piece,,0
89,think ive converted church,,1
90,auc tion starts 0 increments least 5 ends call going going twice style reserve please payment ready bidding please tag person outbid winner pays 5 shipping lower 48 10 hi ak canada thanks love everyone good luck,1,0
91,glass appreciation,,1
92,new stunning blue labradorite ring spun pure copper comment questions interest ill pay shipping,,1
93,1 2 made artists x,,0
94,sheelite crystal available awesome etchings termination specimen xuebaoding mine guangx zhuang autonomous region china measures approximately 43cm x 37cm x 28cm 728 grams 65 includes shipping us sorry dirty hands painting,,1
95,liking flow far,,0
96,friend another og made beautiful sherlock american beauty jesse making inspirational headies early 2000 played huge roll making pipe scene today serious collector consider adding esp collection considering one hit dm check stokedctcom,,0
97,create even small percentage beings total control force within vibrations bring peace world,,1
98,mescaline dreams darbyholmglass x,,0
99,10mm pomegranate yellow octopus recycler mini rig guy solid color richest light transmission yellow compliments red perfectly guy solid recycling function killer whirlpool action signed dated serious bidders 21 please thanks killer pics us canada please must 21 valid id participate please place bid replying bid comment tag person outbid thanks 5000 minimum bid increments reserve winner add 7000 shipping closes call going going twice style winner paypal ready thanks good luck,1,0
100,go check crazy pulls look colors popin dry pieces mushroom incycler end last checked 100 auction deffinetly check,,1
101,mint chocolate teddy sienna brown mint 45 tall 10mm 2hole gill available,,1
102,yea im fucking goofball dancing room enjoying life let energy music take,,0
103,auction sandblasted rabbit pendant starts 0 increments 5 add 8 shipping ends 24 hours opening bid must paypalvenmo cash app ready auction ends,1,0
104,ran room 75mm flame cut still fun watch,,1
105,available lv print dino pendant thing straight hit dm claim little guy phone order available world wide shipping dm purchase ships day stop instore lowest price guarantee,,0
106,seeing eye piece ive working really excited comming ethiopian opal natural aquamarine 3x faceted aquamarine 2x white topaz 2x faceted moonstone moonston cab columbian quartz lazer point,,1
107,haters hate hate reflection wish motavation even tho bad things always good terpssss perfectly frozen started cooking banger think ever let go knows time tell hardcoretoke ftw purple rain looking btw find opal ballon rig banger cap dabber pearls,,1
108,done make sure checkout details,,0
109,drop one day,,0
110,crazy summer grind never stops pomegranate hoop w rainbow implosion starts 40 reserve increments 5 add shipping ends tomorrow night 10pm pst tag outbid kw,1,1
111,forget bring towel checkout towelie pendant made blow smoke make look like smoking guys wanna get high comment favorite south park episode,,0
112,puffco carta available smart rigs concentratescall us 7863345182,,1
113,hi friends penguin pendant available 35 shipped much love thanks looking,,0
114,wip ive enjoying weekday day managed put serious work piece im thrilled coming along far definitely feels good back sort rhythm zoom details thanks peeking,,1
115,great combo jams vids check fo mo shit,,1
116,slime green honeycomb window sexy hard tell videos depth manages add pieces incredible check already,,0
117,nice selection scaliens sharks korpi friends may still available contact dh availability,,0
118,heaterz silent auction past weekend amount art created event absolutely incredible,0,0
119,soldaf,,1
120,shots currently marked discountcalldm additional questions details northern lights groton 771 longhill road groton ct 06340 860 405 0777,,0
121,things gettin crazy wrap,,0
122,auction goldsilver fume swirl tentacle pendant amber purple suckers loop starting bid 1 5 shipping 100 bin ends call,1,0
123,finding inner artist paying bills love design patterns colors lack anything gives glass little personality wish knew theres plenty time learn playing blasty patterns super fun cant wait try patterns plotter light blue cobalt blasty holey cheesy pattern funky lil sunshine back finishing piece exactly wanted,,1
124,thank,,1
125,pink lollipop x spacectech,,0
126,flower mushroom frog dabber 14mm female joint sale dm pricing shipping,,0
127,chubby bubby silver fume collab 55 tall 10mm removable female gold fumed fitting side hole perc shreds sips available great team dm details swipe full layout thanks looking,,0
128,1 2 x check killer deals oneofakind artwork,,1
129,less favorite works,,0
130,one favorite tubes make time making huge deal coiling good shaping linework placement glassoh manand mention made millie super mariobanksy image feeling tube,,0
131,really enjoying beautiful parallax x elixir x raindrop recycler color shift work art insane,,1
132,bad boy looking new homebeen pelican ever since link bio dm question,,0
133,im already love new tube thing shreds big thanks hooking,,1
134,full send one kind world price dm meet see anything like earthling shipping available im home sleep,,1
135,nfs another throwback im workin projects cant reveal yet ill posting flashbacks older pieces things saleinfinite love brandburg amethyst petroleum included quartz 925 sterling silver 999 fine silver,,1
136,x x collab beauty available purchase contact us via dm,,0
137,bonginabongbong sale 475 shipped,,1
138,crimson red landed things clean always stocked newest homies ziggy smoke shop 209 headiest smoke shop open till 9pm 2095975064 new inventory arriving daily forget ship dm us head webstore teamziggyscom call 2099422881 1235 e alpine ave stockton ca 2095975064 1655 parker ave tracy ca 7143799020 15451 beach blvd westminster ca 7863912296 2747 sw 27th ave miamifl,,0
139,pink tourmaline london blue topaz mini dressed sterling silver 200 shipped 24 sterling silver box chain dm dibs set payment plan pendant added shop yet,,1
140,new drop available mint chocolate teddy sienna brown mint 45 tall 10mm 2hole gill available please dm,,0
141,arrowhead agate pendant nfs custom designs really loving custom design made agentium silver sterling silver silver plated wire 24in sterling silver chain one lucky lady getting bday stones rough ruby faceted amethyst lake superior agate moonstone wwwetsycomshopjillybartsydesigns,,1
142,going one post back 10mm octopus recycler rig bidding details previous post please thanks killer pics,,1
143,epic piece x x x,,1
144,working prep daily visiting artists shop heres galaxy tubing section become hyperspace section cant wait see one transformed,,1
145,amanita muscaria one recognized mushrooms think colors may inspiration christmas gnomes outfit also certain siberian shamans would ritualistically use urine reindeer consumed mushrooms leads believe gnomes reindeer may inspired siberian visions magic reindeer want one,,1
146,yooooo next piece dooooooope junkie got vibrant ass color ways featuring serum sunset slyme iris sunset slyme changes color scooped glass,,1
147,else watched kid fuuuccked things pot acrylic canvas 53 dm character rights cartoon network,,1
148,glass appreciation,,0
149,hey yall finally made art page go check gimme follow ya like,,1
150,fresh limited number goyard wrapped tools still available drop dm scoop one,,1
151,new larimar pendant spun copper take home ring pendant combo 165,,1
152,lotus wide bangle bracelet vacation collection designed made artist china material oxidized 999 silver suggestion size 7 9 weight 70 grams available nikkiyzjewelrycom,,0
153,little psa ass fine tuesday fontana california next 2 weeks building working tearing orders places 72386 experience two weeks delayed shipping local fontana california ie inland empire would like check heady pins person hesitate reach drop line,,1
154,hard believe still available torri daikeii made blue satin moonstone neptune featuring two clear carves 9 solid marble attachments josh signature motif mention functions good looks display available dallas location dm us details ship,,0
155,tag fan check killer deals oneofakind artwork,,1
156,blue dream accents 18mm slide worked head toe dm info,,0
157,try elephant new adventures love,,0
158,chubby bubby silver fume collab 55 tall 10mm removable female gold fumed fitting side hole perc shreds sips available great team dm details swipe full layout thanks looking,,0
159,thanks shops support artists reach key getting art community check website new drop coming soon,,1
160,breathes,,1
161,done make sure checkout details reposted mystic electric master piece fully awakened man serpent within ammons horn,,0
162,really hate let beautiful piece made go unfortunately right much choice need money cover couple bills holding raffle give guys chance absolute steal rules 30 canadian per spot 15 spots available free shipping winner max 3 spots per person winner chosen live via random number generator spots 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 good luck everyone,,1
163,beautiful collaboration putting hard work definitely shows go show love,,1
164,sold moon goddess cat knight first wrap since came back vacation wanted start intricate offering affordable price green eyed cat stainless steel wrapped sterlingargentiumfine silver touch 14k gf accented 3x garnet 2x citrine available nikkiyzjewelrycom link bio thanks support,,0
165,three drinking cups 70 hit dm pricing info,,1
166,hot dab start day dabbing using flat top insert song friday morning,,0
167,spaced x piece hop,,0
168,sold happy hump day suckas grabs 3 v2 saber pendantskeychains anodized titanium 2 3mm natural gemstones represent buttons perfect go discreet bin 70 piece shipped 2 125 shipped 3 175 comment dibs color want please paypal ready fantastic rest day,1,1
169,delivered incredibly fine accessories enjoy style drop cameron crafted stunning wine glass style cups bad ass scalloping design interior enduldge drink choice heaters readily hold liquid choosing style hold glass high celebrate fresh addition collection contact us peep available styles options headies live drop today big shout snapping dope photos us,,1
170,double amber morel mushroom collab,,1
171,still believe got rage insanely beautiful museum quality gem past weekend thank much owner kindness generosity also dropping travel scoops website soon stay posted stories exact times get first dibs heat soon,,0
172,songbirds pleased announce round 2 drop received 1 clear faberge egg set 14mm 1 frosted faberge egg set 14mm 1 clear torus set 14mm 1 clear ball rig set 10mm feel free dm us pricing,,0
173,beautiful scoop nice addition already killer collection thanks much supporting 710 tools really appreciate done know know big accomplishment ever since introduced work knew something seen vortexcycler collab one resist another big thank everyone made happen,,0
174,new design deckhead etsy page pick one crashglassart,,1
175,available,,1
176,another 3 horned slide arrived yesterday,,0
177,pleasant back talking dirty girls,,0
178,im willing let one go steal ill take 200 still include chain originally 425 pick today 225,,0
179,think wears better atomic eagle pendant,,1
180,little video gold silver fumetech tube put together last week,,0
181,opalized wood micro sold features 34ths 10mm joint 2 hole diffy opalized wood terps fishtail beach ball millie stands 225 inches tall always splash micros main function rig also used joint blunt bubblers sold dm,,0
182,closed raindrop bubble black opal side fits 16mm 29mm bangers sigend dated start 0 bid increments least 3 comments please tag previous bidder buy 60 free shipping usa ends thursday evening around 5pm eastern time call paypal venmo major credit cards accepted winner 24hrs pay questions please dm,1,0
183,420 leagues sea 2019 hosted photo featured artists,,0
184,auction 10mm dewar fumed diamond tech bidding starts 180 10 minimum bid increments ends thursday 25th 900 pm est going going twice sold end pay shipping us,1,0
